algo,op,iter,wall_ns,cycles
rsa-7680,oaep-decrypt,31,27739710,74564268
rsa-7680,oaep-decrypt,32,27816984,74771982
rsa-7680,oaep-decrypt,33,28036978,75363324
rsa-7680,oaep-decrypt,34,28044988,75384846
rsa-7680,oaep-decrypt,35,27910493,75023334
rsa-7680,oaep-decrypt,36,27896205,74984918
rsa-7680,oaep-decrypt,37,27816490,74770658
rsa-7680,oaep-decrypt,38,28156581,75684804
rsa-7680,oaep-decrypt,39,28056957,75417030
rsa-7680,oaep-decrypt,40,30053538,80783844
rsa-7680,oaep-decrypt,41,27990494,75238368
rsa-7680,oaep-decrypt,42,28081704,75483550
rsa-7680,oaep-decrypt,43,28043054,75379662
rsa-7680,oaep-decrypt,44,28016500,75308282
rsa-7680,oaep-decrypt,45,28049943,75398094
rsa-7680,oaep-decrypt,46,27830236,74807604
rsa-7680,oaep-decrypt,47,27772469,74652322
rsa-7680,oaep-decrypt,48,27880140,74941732
rsa-7680,oaep-decrypt,49,28202642,75808636
rsa-7680,oaep-decrypt,50,27802884,74734056
rsa-7680,oaep-decrypt,51,27757300,74611554
rsa-7680,oaep-decrypt,52,28089214,75503714
rsa-7680,oaep-decrypt,53,27887090,74960432
rsa-7680,oaep-decrypt,54,28174809,75733814
rsa-7680,oaep-decrypt,55,28110596,75561214
rsa-7680,oaep-decrypt,56,28182456,75754360
rsa-7680,oaep-decrypt,57,27838899,74830892
rsa-7680,oaep-decrypt,58,27929196,75073612
rsa-7680,oaep-decrypt,59,27808501,74749164
rsa-7680,oaep-decrypt,60,28080783,75481076
rsa-7680,oaep-decrypt,61,27753630,74601686
rsa-7680,oaep-decrypt,62,27607890,74209946
rsa-7680,oaep-decrypt,63,27914599,75034354
rsa-7680,oaep-decrypt,64,27603483,74198094
rsa-7680,oaep-decrypt,65,27706683,74475492
rsa-7680,oaep-decrypt,66,27664496,74362092
rsa-7680,oaep-decrypt,67,27687006,74422590
rsa-7680,oaep-decrypt,68,27837108,74826076
rsa-7680,oaep-decrypt,69,27853746,74870776
rsa-7680,oaep-decrypt,70,28174036,75731738
rsa-7680,oaep-decrypt,71,28391741,76316922
rsa-7680,oaep-decrypt,72,29995104,80626766
rsa-7680,oaep-decrypt,73,27790357,74700392
rsa-7680,oaep-decrypt,74,27987833,75231202
rsa-7680,oaep-decrypt,75,27879993,74941350
rsa-7680,oaep-decrypt,76,27862639,74894702
rsa-7680,oaep-decrypt,77,27805120,74740090
rsa-7680,oaep-decrypt,78,27973128,75191690
rsa-7680,oaep-decrypt,79,27816352,74770284
rsa-7680,oaep-decrypt,80,27746688,74583034
rsa-7680,oaep-decrypt,81,27837647,74827508
rsa-7680,oaep-decrypt,82,27979723,75209422
rsa-7680,oaep-decrypt,83,27765171,74632710
rsa-7680,oaep-decrypt,84,28042093,75377074
rsa-7680,oaep-decrypt,85,28038869,75368398
rsa-7680,oaep-decrypt,86,27656690,74341118
rsa-7680,oaep-decrypt,87,27749927,74591732
rsa-7680,oaep-decrypt,88,27951471,75133460
rsa-7680,oaep-decrypt,89,27894405,74980076
rsa-7680,oaep-decrypt,90,28066956,75443914
rsa-7680,oaep-decrypt,91,27913747,75032086
rsa-7680,oaep-decrypt,92,28374349,76270062
rsa-7680,oaep-decrypt,93,27968659,75179688
rsa-7680,oaep-decrypt,94,27941491,75106662
rsa-7680,oaep-decrypt,95,27728315,74533650
rsa-7680,oaep-decrypt,96,28007812,75284908
rsa-7680,oaep-decrypt,97,28083516,75488424
rsa-7680,oaep-decrypt,98,27887807,74962360
rsa-7680,oaep-decrypt,99,27489875,73892712
