algo,metric,value
rsa-15360,pss-verify-wall-ci95hi-ns,668161.2
rsa-15360,pss-verify-cyc-median,1794448.0
rsa-15360,pss-verify-cyc-mean,1794305.1
rsa-15360,pss-verify-persec,1497.9
rsa-15360,oaep-encrypt-iters,100
rsa-15360,oaep-encrypt-wall-median-ns,669543.0
rsa-15360,oaep-encrypt-wall-mean-ns,670036.5
rsa-15360,oaep-encrypt-wall-std-ns,4093.2
rsa-15360,oaep-encrypt-wall-p95-ns,676823.0
rsa-15360,oaep-encrypt-wall-p99-ns,678793.0
rsa-15360,oaep-encrypt-wall-ci95lo-ns,669234.3
rsa-15360,oaep-encrypt-wall-ci95hi-ns,670838.8
rsa-15360,oaep-encrypt-cyc-median,1799642.0
rsa-15360,oaep-encrypt-cyc-mean,1800982.6
rsa-15360,oaep-encrypt-persec,1493.6
rsa-15360,oaep-decrypt-iters,100
rsa-15360,oaep-decrypt-wall-median-ns,151997282.0
rsa-15360,oaep-decrypt-wall-mean-ns,152191441.8
rsa-15360,oaep-decrypt-wall-std-ns,1405379.7
rsa-15360,oaep-decrypt-wall-p95-ns,152139404.0
rsa-15360,oaep-decrypt-wall-p99-ns,160090785.0
rsa-15360,oaep-decrypt-wall-ci95lo-ns,151915987.4
rsa-15360,oaep-decrypt-wall-ci95hi-ns,152466896.3
rsa-15360,oaep-decrypt-cyc-median,408568614.0
rsa-15360,oaep-decrypt-cyc-mean,409090512.0
rsa-15360,oaep-decrypt-persec,6.6
rsa-15360,size-key-bits,15360
rsa-15360,size-signature-bytes,1920
